Gene,IG Score Before Training,IG Score After Training,Difference
LOC105370792,0.26894143,0.26894143,0.0
MIR4310,0.26894143,0.26894143,0.0
JMJD7-PLA2G4B,0.26894143,0.26894143,0.0
C10orf126,0.26894143,0.26894143,0.0
LINC00837,0.26894143,0.26894143,0.0
LINC01517,0.26894143,0.26894143,0.0
PLA2G4E,0.26894143,0.26894143,0.0
FZD8,0.2646777,0.2646777,0.0
MIR3611,0.26894143,0.26894143,0.0
PARD3-AS1,0.26894143,0.26894143,0.0
ACTR3BP5,0.26894143,0.26894143,0.0
LINC00999,0.26894143,0.26894143,0.0
HSD17B7P2,0.26894143,0.26894143,0.0
SEPT7P9,0.26894143,0.26894143,0.0
SNORA86,0.26894143,0.26894143,0.0
LYZL2,0.26894143,0.26894143,0.0
LOC102031319,0.26894143,0.26894143,0.0
ZEB1-AS1,0.26894143,0.26894143,0.0
LOC105376480,0.26894143,0.26894143,0.0
MTRNR2L7,0.26894143,0.26894143,0.0
LINC00993,0.26894143,0.26894143,0.0
GJD4,0.26894143,0.26894143,0.0
MIR627,0.26894143,0.26894143,0.0
SVILP1,0.26894143,0.26894143,0.0
LOC101929431,0.26894143,0.26894143,0.0
LOC101929073,0.26894143,0.26894143,0.0
MIR8086,0.26894143,0.26894143,0.0
LOC100129055,0.26894143,0.26894143,0.0
ZNF33BP1,0.26894143,0.26894143,0.0
LINC01516,0.26894143,0.26894143,0.0
THNSL1,0.2679564,0.2679564,0.0
MIR603,0.26894143,0.26894143,0.0
WAC-AS1,0.26956904,0.26956904,0.0
PTF1A,0.26894143,0.26894143,0.0
LOC100499489,0.26894143,0.26894143,0.0
ATP5C1,0.26894143,0.26894143,0.0
SNORD129,0.26894143,0.26894143,0.0
ECHDC3,0.26131523,0.26131523,0.0
CELF2-AS1,0.26894143,0.26894143,0.0
CELF2-AS2,0.26894143,0.26894143,0.0
LINC00710,0.26894143,0.26894143,0.0
MIR1254-2,0.26894143,0.26894143,0.0
C10orf111,0.26894143,0.26894143,0.0
ACBD7,0.26990414,0.26990414,0.0
LOC105376430,0.26894143,0.26894143,0.0
MEIG1,0.26894143,0.26894143,0.0
SNORD130,0.26894143,0.26894143,0.0
MKX-AS1,0.26894143,0.26894143,0.0
PTCHD3,0.26894143,0.26894143,0.0
LRRC37A6P,0.26894143,0.26894143,0.0
GAD2,0.26894143,0.26894143,0.0
MIR604,0.26894143,0.26894143,0.0
SVIL-AS1,0.26894143,0.26894143,0.0
LYZL1,0.26894143,0.26894143,0.0
ANKRD26,0.17768537,0.17768537,0.0
LINC00202-1,0.26894143,0.26894143,0.0
LINC00202-2,0.26894143,0.26894143,0.0
LINC00264,0.26894143,0.26894143,0.0
LOC101929117,0.26894143,0.26894143,0.0
MASTL,0.25530803,0.25530803,0.0
KCNIP2,0.2511363,0.2511363,0.0
PITX3,0.26894143,0.26894143,0.0
LINC01514,0.26894143,0.26894143,0.0
LINC00926,0.26894143,0.26894143,0.0
LOC145783,0.26894143,0.26894143,0.0
GTF2A2,0.1875936,0.1875936,0.0
GCNT3,0.23273206,0.23273206,0.0
TUBAL3,0.26894143,0.26894143,0.0
MIR2116,0.26894143,0.26894143,0.0
LOC101928725,0.26894143,0.26894143,0.0
MIR628,0.26894143,0.26894143,0.0
PIGBOS1,0.269191,0.269191,0.0
PIGB,0.25721443,0.25721443,0.0
RSL24D1,0.25356522,0.25356522,0.0
HSP90AB4P,0.26894143,0.26894143,0.0
AQP9,0.2149925,0.2149925,0.0
LDHAL6B,0.26894143,0.26894143,0.0
HDC,0.26894143,0.26894143,0.0
MIR4716,0.26894143,0.26894143,0.0
LOC100422556,0.26894143,0.26894143,0.0
SCG3,0.18962455,0.18962455,0.0
MIR7973-1,0.26894143,0.26894143,0.0
INA,0.22904494,0.22904494,0.0
NEURL1,0.23978928,0.23978928,0.0
AS3MT,0.25551802,0.25551802,0.0
C10orf76,0.26894143,0.26894143,0.0
RBM20,0.2695867,0.2695867,0.0
ADD3-AS1,0.26894143,0.26894143,0.0
LOC105378470,0.26894143,0.26894143,0.0
LOC101927549,0.26894143,0.26894143,0.0
PAX2,0.27819717,0.27819717,0.0
CUTC,0.25551188,0.25551188,0.0
CNNM1,0.24526082,0.24526082,0.0
CRTAC1,0.2730409,0.2730409,0.0
BORCS7-ASMT,0.26894143,0.26894143,0.0
HECTD2-AS1,0.26894143,0.26894143,0.0
HTR7,0.26894143,0.26894143,0.0
XLOC_008559,0.26894143,0.26894143,0.0
ENTPD1-AS1,0.2687214,0.2687214,0.0
PDLIM1,0.25221175,0.25221175,0.0
CFAP43,0.27038938,0.27038938,0.0
COL17A1,0.26243553,0.26243553,0.0
POLR2M,0.2696512,0.2696512,0.0
SLC16A12,0.24928325,0.24928325,0.0
LIPJ,0.26894143,0.26894143,0.0
LIPK,0.26894143,0.26894143,0.0
RNLS,0.26117745,0.26117745,0.0
NUTM2A-AS1,0.26951244,0.26951244,0.0
FAM35A,0.26894143,0.26894143,0.0
GRID1-AS1,0.26894143,0.26894143,0.0
LINC01520,0.26894143,0.26894143,0.0
LOC101926942,0.26894143,0.26894143,0.0
LINC01413,0.26894143,0.26894143,0.0
C2CD4B,0.26894143,0.26894143,0.0
GOLGA2P11,0.26894143,0.26894143,0.0
LOC101928907,0.26894143,0.26894143,0.0
C2CD4A,0.2645631,0.2645631,0.0
FOXB1,0.26894143,0.26894143,0.0
USP3-AS1,0.2688678,0.2688678,0.0
LOC102723344,0.26894143,0.26894143,0.0
FFAR4,0.26894143,0.26894143,0.0
PLCE1,0.26232693,0.26232693,0.0
ARHGAP19,0.26937798,0.26937798,0.0
ARHGAP19-SLIT1,0.26894143,0.26894143,0.0
SLIT1,0.26354107,0.26354107,0.0
DNTT,0.26894143,0.26894143,0.0
MIR6085,0.26894143,0.26894143,0.0
MIR8067,0.26894143,0.26894143,0.0
PAPSS2,0.25957906,0.25957906,0.0
CYP2C19,0.26894143,0.26894143,0.0
SLC24A5,0.26806465,0.26806465,0.0
CTXN2,0.26894143,0.26894143,0.0
SQRDL,0.26894143,0.26894143,0.0
HMGN2P46,0.26894143,0.26894143,0.0
USP50,0.26894143,0.26894143,0.0
MIR6072,0.26894143,0.26894143,0.0
LINC00700,0.26894143,0.26894143,0.0
FLJ10038,0.26894143,0.26894143,0.0
LINC00200,0.26894143,0.26894143,0.0
MIR147B,0.26894143,0.26894143,0.0
GATM,0.28144795,0.28144795,0.0
SPATA5L1,0.26255977,0.26255977,0.0
SLC28A2,0.27011067,0.27011067,0.0
IDI2-AS1,0.2689194,0.2689194,0.0
IDI2,0.26894143,0.26894143,0.0
LOC101927762,0.26894143,0.26894143,0.0
ADARB2-AS1,0.26894143,0.26894143,0.0
LINP1,0.26894143,0.26894143,0.0
LOC105376365,0.26894143,0.26894143,0.0
CALML5,0.2964387,0.2964387,0.0
AKR1C4,0.26894143,0.26894143,0.0
AKR1C8P,0.2702313,0.2702313,0.0
AKR1C2,0.8986045,0.8986045,0.0
AKR1C3,0.2715421,0.2715421,0.0
AKR1C6P,0.26894143,0.26894143,0.0
NDUFAF4P1,0.26894143,0.26894143,0.0
TRIM69,0.26970422,0.26970422,0.0
LINC00705,0.26894143,0.26894143,0.0
LINC00704,0.26894143,0.26894143,0.0
LINC00703,0.26894143,0.26894143,0.0
LINC00702,0.26894143,0.26894143,0.0
MIR6078,0.26894143,0.26894143,0.0
LOC101928414,0.26894143,0.26894143,0.0
SHF,0.25452724,0.25452724,0.0
LOC100419583,0.26894143,0.26894143,0.0
MNS1,0.27243185,0.27243185,0.0
C15orf65,0.26892447,0.26892447,0.0
LINC00867,0.26894143,0.26894143,0.0
CASC2,0.26894143,0.26894143,0.0
HSPA12A,0.27104408,0.27104408,0.0
GFRA1,0.29849246,0.29849246,0.0
WDR11-AS1,0.26894143,0.26894143,0.0
C10orf88,0.2611585,0.2611585,0.0
MIR5699,0.26894143,0.26894143,0.0
MIR4713,0.26894143,0.26894143,0.0
TNFAIP8L3,0.26907727,0.26907727,0.0
DCAF13P3,0.26894143,0.26894143,0.0
NRAP,0.26894143,0.26894143,0.0
PLEKHS1,0.27171353,0.27171353,0.0
GUCY2GP,0.26894143,0.26894143,0.0
MIR4712,0.26894143,0.26894143,0.0
GABPB1-AS1,0.2693948,0.2693948,0.0
MIR7973-2,0.26894143,0.26894143,0.0
TUBB8,0.26894143,0.26894143,0.0
LOC102723376,0.26894143,0.26894143,0.0
SNORD142,0.26894143,0.26894143,0.0
LINC00701,0.26894143,0.26894143,0.0
C10orf90,0.26998818,0.26998818,0.0
ADAM12,0.27095023,0.27095023,0.0
FANK1,0.26990002,0.26990002,0.0
CTBP2,0.1700057,0.1700057,0.0
BCL2L10,0.26894143,0.26894143,0.0
SYCE1,0.26894143,0.26894143,0.0
CFAP46,0.26998717,0.26998717,0.0
TCERG1L,0.26894143,0.26894143,0.0
BTBD16,0.26894143,0.26894143,0.0
LOC105370829,0.26894143,0.26894143,0.0
ONECUT1,0.26894143,0.26894143,0.0
MIR1266,0.26894143,0.26894143,0.0
LOC100129973,0.26894143,0.26894143,0.0
LOC283038,0.26894143,0.26894143,0.0
BEND3P3,0.26894143,0.26894143,0.0
LOC105378385,0.26894143,0.26894143,0.0
SFTPA1,0.8155532,0.8155532,0.0
SFTPA2,0.26894143,0.26894143,0.0
LOC101929574,0.26894143,0.26894143,0.0
FAM213A,0.26881674,0.26881674,0.0
MAT1A,0.2698425,0.2698425,0.0
MIR4683,0.26894143,0.26894143,0.0
C10orf55,0.26894143,0.26894143,0.0
ZSWIM8-AS1,0.26894143,0.26894143,0.0
LOC105378367,0.26894143,0.26894143,0.0
MIR606,0.26894143,0.26894143,0.0
LOC101929234,0.26894143,0.26894143,0.0
ZNF503-AS2,0.2689116,0.2689116,0.0
ZNF503-AS1,0.26894143,0.26894143,0.0
NUDT13,0.26916903,0.26916903,0.0
PLAU,0.2596811,0.2596811,0.0
LOC101928174,0.26894143,0.26894143,0.0
RGR,0.26894143,0.26894143,0.0
LOC105378397,0.26894143,0.26894143,0.0
NRG3-AS1,0.26894143,0.26894143,0.0
LOC102723703,0.26894143,0.26894143,0.0
LOC100131315,0.26894143,0.26894143,0.0
LOC105370757,0.26894143,0.26894143,0.0
LOC100996255,0.26894143,0.26894143,0.0
NUTM2B,0.26894143,0.26894143,0.0
LOC100130698,0.26894143,0.26894143,0.0
PLAC9,0.2691572,0.2691572,0.0
TMEM254-AS1,0.26894143,0.26894143,0.0
BMS1P21,0.26894143,0.26894143,0.0
LRIT1,0.26894143,0.26894143,0.0
CDHR1,0.2724205,0.2724205,0.0
C10orf99,0.23302911,0.23302911,0.0
HOST2,0.26894143,0.26894143,0.0
WHAMMP1,0.26894143,0.26894143,0.0
NUTM1,0.26894143,0.26894143,0.0
LOC145845,0.26894143,0.26894143,0.0
CSNK1A1P1,0.26894143,0.26894143,0.0
MIR4510,0.26894143,0.26894143,0.0
SRP14,0.2941481,0.2941481,0.0
LOC105370941,0.26894143,0.26894143,0.0
C15orf54,0.26894143,0.26894143,0.0
BMS1P4,0.26894143,0.26894143,0.0
LOC101928227,0.26894143,0.26894143,0.0
TMCO5A,0.26894143,0.26894143,0.0
MIR8063,0.26894143,0.26894143,0.0
PLCB2,0.26530653,0.26530653,0.0
LOC105378349,0.26894143,0.26894143,0.0
PLA2G12B,0.262784,0.262784,0.0
OIT3,0.26894143,0.26894143,0.0
MIR4676,0.26894143,0.26894143,0.0
C15orf53,0.26894143,0.26894143,0.0
GLUD1P3,0.26894143,0.26894143,0.0
AGAP5,0.26894143,0.26894143,0.0
SYNPO2L,0.26894143,0.26894143,0.0
MYOZ1,0.26894143,0.26894143,0.0
LOC101929165,0.26894143,0.26894143,0.0
LOC102723439,0.26894143,0.26894143,0.0
MIR3942,0.26894143,0.26894143,0.0
ANP32AP1,0.26894143,0.26894143,0.0
MIR1233-1,0.26894143,0.26894143,0.0
GJD2,0.26894143,0.26894143,0.0
ACTC1,0.26903617,0.26903617,0.0
PPP3CB-AS1,0.26894143,0.26894143,0.0
MSS51,0.26079816,0.26079816,0.0
MRPS16,0.2717051,0.2717051,0.0
GOLGA8B,0.22034138,0.22034138,0.0
GOLGA8A,0.27074817,0.27074817,0.0
MIR1233-2,0.26894143,0.26894143,0.0
ZNF770,0.26671153,0.26671153,0.0
FLJ37201,0.26894143,0.26894143,0.0
MIR107,0.26894143,0.26894143,0.0
PANK1,0.25656557,0.25656557,0.0
TNKS2-AS1,0.26894143,0.26894143,0.0
PPP1R3C,0.26088548,0.26088548,0.0
NUDT9P1,0.26894143,0.26894143,0.0
LINC00502,0.26894143,0.26894143,0.0
SCG5,0.051190462,0.051190462,0.0
SLC16A12-AS1,0.26894143,0.26894143,0.0
IFIT1B,0.26894143,0.26894143,0.0
IFIT2,0.26766017,0.26766017,0.0
CH25H,0.26894143,0.26894143,0.0
ANKRD1,0.26894143,0.26894143,0.0
LINC01375,0.26894143,0.26894143,0.0
LINC00865,0.26894143,0.26894143,0.0
LINC00595,0.26894143,0.26894143,0.0
IFIT1,0.27061877,0.27061877,0.0
HERC2P10,0.26894143,0.26894143,0.0
MARK2P9,0.26894143,0.26894143,0.0
OPN4,0.26894143,0.26894143,0.0
LDB3,0.26910093,0.26910093,0.0
MIR346,0.26894143,0.26894143,0.0
LOC101929662,0.26894143,0.26894143,0.0
LOC101929646,0.26894143,0.26894143,0.0
LINC00858,0.26894143,0.26894143,0.0
KIF20B,0.26121968,0.26121968,0.0
LOC105378430,0.26894143,0.26894143,0.0
PDE6C,0.26894143,0.26894143,0.0
RBP4,0.26894888,0.26894888,0.0
CEP55,0.2726182,0.2726182,0.0
CYP26A1,0.26894143,0.26894143,0.0
CYP26C1,0.26894143,0.26894143,0.0
HHEX,0.26074123,0.26074123,0.0
KIF11,0.2683483,0.2683483,0.0
LRIT2,0.26894143,0.26894143,0.0
MIR4679-1,0.26894143,0.26894143,0.0
MIR4679-2,0.26894143,0.26894143,0.0
NUTM2D,0.269052,0.269052,0.0
LINC00863,0.26892245,0.26892245,0.0
NUTM2A,0.26894143,0.26894143,0.0
FAM25A,0.26894143,0.26894143,0.0
AGAP11,0.26894143,0.26894143,0.0
RPS24,0.23690946,0.23690946,0.0
ANKRD22,0.2669471,0.2669471,0.0
LIPF,0.26894143,0.26894143,0.0
GOLGA8K,0.26894143,0.26894143,0.0
GOLGA8O,0.26894143,0.26894143,0.0
PGBD4,0.2697737,0.2697737,0.0
CHRM5,0.26894143,0.26894143,0.0
LOC101928134,0.26894143,0.26894143,0.0
TMCO5B,0.26894143,0.26894143,0.0
SNCG,0.2755338,0.2755338,0.0
DLG5-AS1,0.26894143,0.26894143,0.0
KCNMA1-AS3,0.26894143,0.26894143,0.0
KCNMA1-AS2,0.26894143,0.26894143,0.0
SFTPD,0.27973303,0.27973303,0.0
MBL1P,0.26894143,0.26894143,0.0
LOC642361,0.26894143,0.26894143,0.0
STAMBPL1,0.25674698,0.25674698,0.0
FAS-AS1,0.26894143,0.26894143,0.0
LINC00864,0.26894143,0.26894143,0.0
LIPN,0.26894143,0.26894143,0.0
LIPM,0.26894143,0.26894143,0.0
EIF5AL1,0.2705388,0.2705388,0.0
LOC729815,0.26894143,0.26894143,0.0
KLLN,0.26894143,0.26894143,0.0
CFL1P1,0.26894143,0.26894143,0.0
MINPP1,0.25612503,0.25612503,0.0
MIR4678,0.26894143,0.26894143,0.0
ACTA2-AS1,0.26894143,0.26894143,0.0
ZNF488,0.26894143,0.26894143,0.0
GDF10,0.26894143,0.26894143,0.0
LRRC18,0.26894143,0.26894143,0.0
AGAP12P,0.26894143,0.26894143,0.0
CH17-360D5.1,0.26894143,0.26894143,0.0
FAM35BP,0.26894143,0.26894143,0.0
GPRIN2,0.26676315,0.26676315,0.0
CHST3,0.27178067,0.27178067,0.0
HNRNPA1P33,0.26894143,0.26894143,0.0
FAM25BP,0.26894143,0.26894143,0.0
FAM25G,0.26894143,0.26894143,0.0
ANXA8,0.26894143,0.26894143,0.0
GDF2,0.26894143,0.26894143,0.0
AGAP7P,0.26894143,0.26894143,0.0
AGAP4,0.27004996,0.27004996,0.0
ZFAND4,0.26334068,0.26334068,0.0
NPY4R,0.26894143,0.26894143,0.0
DRGX,0.26894143,0.26894143,0.0
C10orf71,0.26894143,0.26894143,0.0
C10orf71-AS1,0.26894143,0.26894143,0.0
C10orf128,0.26894143,0.26894143,0.0
FAM170B,0.26894143,0.26894143,0.0
FAM170B-AS1,0.26894143,0.26894143,0.0
MIR4294,0.26894143,0.26894143,0.0
LOC102724593,0.26894143,0.26894143,0.0
LOC107001062,0.26894143,0.26894143,0.0
FAM25C,0.26894143,0.26894143,0.0
BMS1P6,0.26894143,0.26894143,0.0
LINC01264,0.26894143,0.26894143,0.0
LOC101929445,0.26894143,0.26894143,0.0
LOC105378269,0.26894143,0.26894143,0.0
LOC283028,0.26894143,0.26894143,0.0
RBP3,0.26894143,0.26894143,0.0
LOC105378292,0.26894143,0.26894143,0.0
CTSLP2,0.26894143,0.26894143,0.0
NUSAP1,0.2573225,0.2573225,0.0
MIR5100,0.26894143,0.26894143,0.0
TMEM72,0.2673772,0.2673772,0.0
C10orf142,0.26894143,0.26894143,0.0
LINC00841,0.26894143,0.26894143,0.0
LINC00840,0.26894143,0.26894143,0.0
LINC00619,0.26894143,0.26894143,0.0
LOC102724323,0.26894143,0.26894143,0.0
LINC01518,0.26894143,0.26894143,0.0
ZNF37BP,0.26894143,0.26894143,0.0
LINC00839,0.2688828,0.2688828,0.0
ZNF32-AS1,0.26894143,0.26894143,0.0
ZNF485,0.26636738,0.26636738,0.0
ZNF239,0.2686644,0.2686644,0.0
ZNF487,0.26894033,0.26894033,0.0
FXYD4,0.26894143,0.26894143,0.0
HNRNPA3P1,0.26894143,0.26894143,0.0
FRMPD2B,0.26894143,0.26894143,0.0
GLUD1P7,0.26894143,0.26894143,0.0
SYT15,0.26894143,0.26894143,0.0
EXD1,0.26894143,0.26894143,0.0
CHAC1,0.26922044,0.26922044,0.0
DLL4,0.2671007,0.2671007,0.0
LOC105370943,0.26894143,0.26894143,0.0
PPP1R14D,0.23915014,0.23915014,0.0
OIP5,0.2650311,0.2650311,0.0
MIR626,0.26894143,0.26894143,0.0
TYRO3,0.26511383,0.26511383,0.0
OR13A1,0.26894143,0.26894143,0.0
MIR3156-1,0.26894143,0.26894143,0.0
ANKRD30BP3,0.26894143,0.26894143,0.0
RSU1P2,0.26894143,0.26894143,0.0
C10orf25,0.26894143,0.26894143,0.0
C10orf10,0.26894143,0.26894143,0.0
SPTBN5,0.26900452,0.26900452,0.0
MIR7151,0.26894143,0.26894143,0.0
LOC101928887,0.26894143,0.26894143,0.0
STOX1,0.25520056,0.25520056,0.0
MIR1254-1,0.26894143,0.26894143,0.0
MRLN,0.26894143,0.26894143,0.0
FAM13C,0.25177702,0.25177702,0.0
CCEPR,0.26894143,0.26894143,0.0
SNORD98,0.26894143,0.26894143,0.0
JMJD1C-AS1,0.26894143,0.26894143,0.0
LOC105378330,0.26894143,0.26894143,0.0
MIR1296,0.26894143,0.26894143,0.0
LOC283045,0.26894143,0.26894143,0.0
MRPL42P5,0.26894143,0.26894143,0.0
C15orf57,0.26894143,0.26894143,0.0
C15orf62,0.26894143,0.26894143,0.0
GCHFR,0.26235005,0.26235005,0.0
ANXA2P3,0.26894143,0.26894143,0.0
MIR7152,0.26894143,0.26894143,0.0
PRF1,0.26934284,0.26934284,0.0
NODAL,0.26894143,0.26894143,0.0
NPFFR1,0.26894143,0.26894143,0.0
C10orf54,0.26894143,0.26894143,0.0
