Gene,IG Score Before Training,IG Score After Training,Difference
DRD2,0.26894143,0.26894143,0.0
ANKK1,0.26894143,0.26894143,0.0
NCAM1-AS1,0.26894143,0.26894143,0.0
LOC101928847,0.26894143,0.26894143,0.0
LOC387810,0.26894143,0.26894143,0.0
LOC101928823,0.26894143,0.26894143,0.0
C15orf56,0.26894143,0.26894143,0.0
LOC105369532,0.26894143,0.26894143,0.0
TMEM136,0.26894143,0.26894143,0.0
LOC649133,0.26894143,0.26894143,0.0
POU2F3,0.26903793,0.26903793,0.0
TRIM29,0.29931343,0.29931343,0.0
UPK2,0.26894143,0.26894143,0.0
PDZD3,0.25973576,0.25973576,0.0
ABCG4,0.26894143,0.26894143,0.0
CHST14,0.26528117,0.26528117,0.0
LOC102724301,0.26894143,0.26894143,0.0
USP2,0.2650086,0.2650086,0.0
MFRP,0.26894143,0.26894143,0.0
C1QTNF5,0.26894143,0.26894143,0.0
SRP14-AS1,0.26886865,0.26886865,0.0
RAD51-AS1,0.2689433,0.2689433,0.0
MRPL42P5,0.26894143,0.26894143,0.0
C15orf57,0.26894143,0.26894143,0.0
CCDC153,0.26905546,0.26905546,0.0
LOC101929497,0.26894143,0.26894143,0.0
LOC101929473,0.26894143,0.26894143,0.0
KIRREL3-AS3,0.26894143,0.26894143,0.0
MIR3167,0.26894143,0.26894143,0.0
KIRREL3-AS2,0.26894143,0.26894143,0.0
LOC101929427,0.26894143,0.26894143,0.0
MIR3942,0.26894143,0.26894143,0.0
OR8B3,0.26894143,0.26894143,0.0
GJD2,0.26894143,0.26894143,0.0
ACTC1,0.26903617,0.26903617,0.0
TIRAP,0.268767,0.268767,0.0
PUS3,0.2517875,0.2517875,0.0
HYLS1,0.264857,0.264857,0.0
PATE4,0.26894143,0.26894143,0.0
LOC101928174,0.26894143,0.26894143,0.0
MIR1233-2,0.26894143,0.26894143,0.0
ANP32AP1,0.26894143,0.26894143,0.0
GRIN2B,0.26695496,0.26695496,0.0
DDX12P,0.26894143,0.26894143,0.0
LOC101929584,0.26894143,0.26894143,0.0
B3GAT1,0.2595467,0.2595467,0.0
GLB1L3,0.2642259,0.2642259,0.0
LOC100128239,0.26894143,0.26894143,0.0
MIR4697,0.26894143,0.26894143,0.0
FAM186A,0.26894143,0.26894143,0.0
MIR6090,0.26894143,0.26894143,0.0
LINC01395,0.26894143,0.26894143,0.0
TP53AIP1,0.26894143,0.26894143,0.0
C11orf45,0.26894143,0.26894143,0.0
KCNJ5,0.2690008,0.2690008,0.0
SENCR,0.26894143,0.26894143,0.0
LOC101929538,0.26894143,0.26894143,0.0
LOC101929517,0.26894143,0.26894143,0.0
MIR8052,0.26894143,0.26894143,0.0
LOC100506869,0.26894143,0.26894143,0.0
HEPACAM,0.26894143,0.26894143,0.0
DDX25,0.26894143,0.26894143,0.0
OR8B8,0.26894143,0.26894143,0.0
OR8B4,0.26894143,0.26894143,0.0
HEPN1,0.26894143,0.26894143,0.0
ROBO4,0.26928428,0.26928428,0.0
ROBO3,0.27036738,0.27036738,0.0
LOC100507283,0.26894143,0.26894143,0.0
MIR1233-1,0.26894143,0.26894143,0.0
LOC101929340,0.26894143,0.26894143,0.0
LINC00167,0.26894143,0.26894143,0.0
PRDM10,0.2699561,0.2699561,0.0
TMEM45B,0.15083319,0.15083319,0.0
SPA17,0.26367944,0.26367944,0.0
OR8A1,0.26894143,0.26894143,0.0
OR8B12,0.26894143,0.26894143,0.0
PANX3,0.26894143,0.26894143,0.0
VSIG2,0.24358043,0.24358043,0.0
NUTM1,0.26894143,0.26894143,0.0
LOC145845,0.26894143,0.26894143,0.0
CSNK1A1P1,0.26894143,0.26894143,0.0
MIR4510,0.26894143,0.26894143,0.0
PATE3,0.26894143,0.26894143,0.0
PATE2,0.26603407,0.26603407,0.0
PATE1,0.26894143,0.26894143,0.0
ACRV1,0.26894143,0.26894143,0.0
CCDC15,0.2707304,0.2707304,0.0
CHEK1,0.25742474,0.25742474,0.0
BSX,0.26894143,0.26894143,0.0
CRTAM,0.26894143,0.26894143,0.0
NRGN,0.22725585,0.22725585,0.0
FEZ1,0.27040818,0.27040818,0.0
LOC403312,0.26894143,0.26894143,0.0
PKNOX2-AS1,0.26894143,0.26894143,0.0
SLC37A2,0.2643847,0.2643847,0.0
STT3A-AS1,0.26894143,0.26894143,0.0
MKRN3,0.27058625,0.27058625,0.0
SNORD116-1,0.26894143,0.26894143,0.0
SNORD109A,0.26894143,0.26894143,0.0
SNORD109B,0.26894143,0.26894143,0.0
SNORD108,0.26894143,0.26894143,0.0
MIR4509-3,0.26894143,0.26894143,0.0
MIR4509-2,0.26894143,0.26894143,0.0
SNORD115-28,0.26894143,0.26894143,0.0
GOLGA6L1,0.26894143,0.26894143,0.0
PWAR5,0.26894143,0.26894143,0.0
NPAP1,0.26894143,0.26894143,0.0
PWRN1,0.26894143,0.26894143,0.0
PWRN3,0.26894143,0.26894143,0.0
LINC00939,0.26894143,0.26894143,0.0
TMEM132B,0.26894143,0.26894143,0.0
DNAH10,0.26894143,0.26894143,0.0
MIR4509-1,0.26894143,0.26894143,0.0
STX2,0.21997635,0.21997635,0.0
TMEM132D,0.26894143,0.26894143,0.0
TMEM132C,0.26972523,0.26972523,0.0
LOC101927592,0.26894143,0.26894143,0.0
LOC574538,0.26894143,0.26894143,0.0
LOC100288778,0.26894143,0.26894143,0.0
GALNT9,0.26894143,0.26894143,0.0
LOC283683,0.26894143,0.26894143,0.0
MAGEL2,0.26894143,0.26894143,0.0
GOLGA8IP,0.26894143,0.26894143,0.0
GOLGA8EP,0.26894143,0.26894143,0.0
HERC2P7,0.26894143,0.26894143,0.0
OR4N4,0.26894143,0.26894143,0.0
LINC01257,0.26894143,0.26894143,0.0
RIMBP2,0.23578419,0.23578419,0.0
PWRN2,0.26894143,0.26894143,0.0
NDN,0.2712091,0.2712091,0.0
GOLGA8J,0.26894143,0.26894143,0.0
RASAL1,0.26927292,0.26927292,0.0
RPH3A,0.26894143,0.26894143,0.0
NAA25,0.24683656,0.24683656,0.0
KSR2,0.262275,0.262275,0.0
NOS1,0.25789878,0.25789878,0.0
SNORD116-4,0.26894143,0.26894143,0.0
SNORD116-9,0.26894143,0.26894143,0.0
SNORD116-3,0.26894143,0.26894143,0.0
ZNF664-FAM101A,0.26894143,0.26894143,0.0
MYO1H,0.26894143,0.26894143,0.0
SVOP,0.25652638,0.25652638,0.0
WSCD2,0.26894143,0.26894143,0.0
SNORD64,0.26894143,0.26894143,0.0
PWARSN,0.26894143,0.26894143,0.0
SNORD107,0.26894143,0.26894143,0.0
SNURF,0.26894143,0.26894143,0.0
SNORD116-8,0.26894143,0.26894143,0.0
SNORD116-2,0.26894143,0.26894143,0.0
MIR4508,0.26894143,0.26894143,0.0
GOLGA6L2,0.26894143,0.26894143,0.0
GOLGA8S,0.26894143,0.26894143,0.0
GOLGA8DP,0.26894143,0.26894143,0.0
PLA2G1B,0.26894143,0.26894143,0.0
SRRM4,0.26894143,0.26894143,0.0
HNF1A,0.24041717,0.24041717,0.0
PITPNM2,0.2501278,0.2501278,0.0
CCDC63,0.26894143,0.26894143,0.0
LINC00944,0.26894143,0.26894143,0.0
TESC,0.23610273,0.23610273,0.0
RNFT2,0.26278377,0.26278377,0.0
LINC01234,0.26898488,0.26898488,0.0
SLC17A8,0.25642726,0.25642726,0.0
UHRF1BP1L,0.2432348,0.2432348,0.0
CFAP54,0.26994982,0.26994982,0.0
SH2B3,0.27035382,0.27035382,0.0
CCDC62,0.26894143,0.26894143,0.0
CERS3-AS1,0.26894143,0.26894143,0.0
ADAMTS17,0.2698325,0.2698325,0.0
LOC400464,0.26894143,0.26894143,0.0
LRRC28,0.26304716,0.26304716,0.0
TTC23,0.2676193,0.2676193,0.0
LINC00923,0.26894143,0.26894143,0.0
OR4N3P,0.26894143,0.26894143,0.0
FZD10-AS1,0.2689385,0.2689385,0.0
LOC642131,0.26894143,0.26894143,0.0
IGHV1OR15-3,0.26894143,0.26894143,0.0
LOC102724760,0.26894143,0.26894143,0.0
IGHV1OR15-1,0.26894143,0.26894143,0.0
CXADRP2,0.26894143,0.26894143,0.0
POTEB3,0.26894143,0.26894143,0.0
LOC646214,0.26894143,0.26894143,0.0
MIR5701-3,0.26894143,0.26894143,0.0
OR4M2,0.26894143,0.26894143,0.0
THCAT155,0.26894143,0.26894143,0.0
LOC100507424,0.26894143,0.26894143,0.0
LOC283440,0.26894143,0.26894143,0.0
AKAP3,0.26900822,0.26900822,0.0
FGF6,0.26894143,0.26894143,0.0
PIANP,0.25797656,0.25797656,0.0
LRRC23,0.26969492,0.26969492,0.0
RPL13P5,0.26894143,0.26894143,0.0
GPR162,0.22433838,0.22433838,0.0
MIR141,0.26894143,0.26894143,0.0
MIR200C,0.26894143,0.26894143,0.0
LOC105369635,0.26894143,0.26894143,0.0
NR2F2-AS1,0.26894143,0.26894143,0.0
ACRBP,0.26894975,0.26894975,0.0
SCARNA11,0.26894143,0.26894143,0.0
LPAR5,0.2654714,0.2654714,0.0
GNB3,0.2551576,0.2551576,0.0
LOC105369632,0.26894143,0.26894143,0.0
GALNT8,0.26608884,0.26608884,0.0
SCARNA10,0.26894143,0.26894143,0.0
CACNA1C-AS1,0.26894143,0.26894143,0.0
CACNA1C-AS2,0.26894143,0.26894143,0.0
CACNA1C-IT3,0.26894143,0.26894143,0.0
CACNA1C-AS4,0.26894143,0.26894143,0.0
CACNA1C-IT2,0.26894143,0.26894143,0.0
LINC00940,0.26894143,0.26894143,0.0
MIR5701-2,0.26894143,0.26894143,0.0
MIR3649,0.26894143,0.26894143,0.0
LINC00942,0.26894143,0.26894143,0.0
LOC100049716,0.26894143,0.26894143,0.0
LOC105369595,0.26894143,0.26894143,0.0
LOC102723544,0.26894143,0.26894143,0.0
LOC101929384,0.26894143,0.26894143,0.0
SLC6A12,0.2690389,0.2690389,0.0
NRIP2,0.26894143,0.26894143,0.0
WNT5B,0.270413,0.270413,0.0
MIR5701-1,0.26894143,0.26894143,0.0
MIR3118-4,0.26894143,0.26894143,0.0
MIR3118-3,0.26894143,0.26894143,0.0
MIR3118-2,0.26894143,0.26894143,0.0
GOLGA8CP,0.26894143,0.26894143,0.0
VAMP1,0.25698102,0.25698102,0.0
GOLGA6L6,0.26894143,0.26894143,0.0
CHEK2P2,0.26894143,0.26894143,0.0
KCNA1,0.26894143,0.26894143,0.0
OR4F13P,0.26894143,0.26894143,0.0
LRRK1,0.2630812,0.2630812,0.0
CERS3,0.27004018,0.27004018,0.0
FGF23,0.26894143,0.26894143,0.0
CCND2-AS1,0.26894143,0.26894143,0.0
PLEKHG6,0.24716249,0.24716249,0.0
NTF3,0.27007908,0.27007908,0.0
KCNA5,0.26894143,0.26894143,0.0
WASH3P,0.26894143,0.26894143,0.0
SNORD115-12,0.26894143,0.26894143,0.0
SNORD115-10,0.26894143,0.26894143,0.0
SNORD115-21,0.26894143,0.26894143,0.0
SNORD115-20,0.26894143,0.26894143,0.0
SNORD115-19,0.26894143,0.26894143,0.0
SNORD115-18,0.26894143,0.26894143,0.0
SNORD115-17,0.26894143,0.26894143,0.0
SNORD116-6,0.26894143,0.26894143,0.0
SNORD115-15,0.26894143,0.26894143,0.0
SNORD115-30,0.26894143,0.26894143,0.0
