Gene,IG Score Before Training,IG Score After Training,change
SSBP3,0.2689414322376251,0.0002416107454337,0.2686998214921914
YIPF1,0.2689414322376251,0.0002406889980193,0.2687007432396058
MROH7-TTC4,0.2689414322376251,0.2689414322376251,0.0
TTC22,0.2689414322376251,0.000238456428633,0.2687029758089921
PCSK9,0.2689414322376251,0.0002429236919851,0.26869850854564004
USP24,0.2689414322376251,0.0002414896152913,0.2686999426223338
MROH7,0.2689414322376251,0.0002426882419968,0.2686987439956283
C1orf168,0.2689414322376251,0.2689414322376251,0.0
C8A,0.2689414322376251,0.0002425189159112,0.2686989133217139
LINC01135,0.2689414322376251,0.2689414322376251,0.0
FGGY,0.2689414322376251,0.0002429000596748,0.2686985321779503
CYP2J2,0.2689414322376251,0.0002434479101793,0.26869798432744585
C1orf87,0.2689414322376251,0.0002427285216981,0.268698703715927
NFIA-AS2,0.2689414322376251,0.2689414322376251,0.0
NFIA,0.2689414322376251,0.0002374769537709,0.2687039552838542
KANK4,0.2689414322376251,0.0002431869361316,0.2686982453014935
DOCK7,0.2689414322376251,0.0002386711566941,0.268702761080931
LINC00466,0.2689414322376251,0.2689414322376251,0.0
EFCAB7,0.2689414322376251,0.0002413165202597,0.2687001157173654
CACHD1,0.2689414322376251,0.000244106631726,0.2686973256058991
RAVER2,0.2689414322376251,0.0002374880423303,0.2687039441952948
UBE2U,0.2689414322376251,0.000242837544647,0.26869859469297813
DNAJC6,0.2689414322376251,0.000242020440055,0.2686994117975701
LEPR,0.2689414322376251,0.0002447447041049,0.2686966875335202
WDR78,0.2689414322376251,0.0002431201573926,0.26869831208023254
MIER1,0.2689414322376251,0.0002340470091439,0.2687073852284812
SGIP1,0.2689414322376251,0.0002411458699498,0.26870028636767535
IL12RB2,0.2689414322376251,0.0002468211750965,0.2686946110625286
GNG12,0.2689414322376251,0.0002387970307609,0.2687026352068642
IL23R,0.2689414322376251,0.0002421545650577,0.2686992776725674
LRRC7,0.2689414322376251,0.0002423555124551,0.26869907672517
LOC101927244,0.2689414322376251,0.2689414322376251,0.0
PTGER3,0.2689414322376251,0.0002415840426692,0.2686998481949559
ZRANB2-AS2,0.2689414322376251,0.2689414322376251,0.0
NEGR1,0.2689414322376251,0.0002410638116998,0.2687003684259253
NEGR1-IT1,0.2689414322376251,0.2689414322376251,0.0
LRRIQ3,0.2689414322376251,0.000242674126639,0.26869875811098615
ERICH3-AS1,0.2689414322376251,0.2689414322376251,0.0
CRYZ,0.2689414322376251,0.0002426699502393,0.2686987622873858
ERICH3,0.2689414322376251,0.0002439014497213,0.2686975307879038
MSH4,0.2689414322376251,0.0002418502263026,0.26869958201132255
ACADM,0.2689414322376251,0.0002381079102633,0.2687033243273618
ST6GALNAC5,0.2689414322376251,0.0002441380638629,0.2686972941737622
AK5,0.2689414322376251,0.0002411835739621,0.26870024866366304
PIGK,0.2689414322376251,0.0002447384176775,0.2686966938199476
USP33,0.2689414322376251,0.000238987209741,0.2687024450278841
DNAJB4,0.2689414322376251,0.0002319874911336,0.2687094447464915
MGC27382,0.2689414322376251,0.2689414322376251,0.0
GIPC2,0.2689414322376251,0.0002433987247059,0.2686980335129192
PTGFR,0.2689414322376251,0.0002429785963613,0.2686984536412638
MIGA1,0.2689414322376251,0.0002377671771682,0.2687036650604569
ADGRL4,0.2689414322376251,0.0002436439099255,0.26869778832769964
LOC101927412,0.2689414322376251,0.2689414322376251,0.0
LOC101927434,0.2689414322376251,0.2689414322376251,0.0
LOC101927587,0.2689414322376251,0.2689414322376251,0.0
DNASE2B,0.2689414322376251,0.0002435133937979,0.2686979188438272
PRKACB,0.2689414322376251,0.0002402130485279,0.26870121918909723
SSX2IP,0.2689414322376251,0.00024032255169,0.26870110968593514
SPATA1,0.2689414322376251,0.0002413335605524,0.26870009867707273
WDR63,0.2689414322376251,0.0002437726361677,0.2686976596014574
SYDE2,0.2689414322376251,0.0002411985187791,0.26870023371884605
DDAH1,0.2689414322376251,0.0002380418882239,0.2687033903494012
LOC105378828,0.2689414322376251,0.2689414322376251,0.0
SEP15,0.2689414322376251,0.2689414322376251,0.0
ODF2L,0.2689414322376251,0.0002428252773825,0.2686986069602426
CLCA3P,0.2689414322376251,0.2689414322376251,0.0
LINC01140,0.2689414322376251,0.2689414322376251,0.0
PKN2-AS1,0.2689414322376251,0.2689414322376251,0.0
PKN2,0.2689414322376251,0.0002362810773774,0.26870515116024773
GTF2B,0.2689414322376251,0.0002912831259891,0.26865014911163604
GBP5,0.2689414322376251,0.0002489449107088,0.2686924873269163
LRRC8D,0.2689414322376251,0.0002515920787118,0.26868984015891334
LRRC8C,0.2689414322376251,0.0002415932540316,0.2686998389835935
LOC105378853,0.2689414322376251,0.2689414322376251,0.0
ZNF644,0.2689414322376251,0.0002351634029764,0.2687062688346487
TGFBR3,0.2689414322376251,0.0002403427206445,0.26870108951698063
BRDT,0.2689414322376251,0.0002420742239337,0.26869935801369144
