Gene,IG Score Before Training,IG Score After Training,Difference
OR5E1P,0.26894143,0.26894143,0.0
OR52N5,0.26894143,0.26894143,0.0
OR52E4,0.26894143,0.26894143,0.0
OR52B2,0.26894143,0.26894143,0.0
CCKBR,0.2482307,0.2482307,0.0
CNGA4,0.26894143,0.26894143,0.0
C11orf42,0.26894143,0.26894143,0.0
OR52W1,0.26894143,0.26894143,0.0
OR56B4,0.26894143,0.26894143,0.0
OR52N1,0.26894143,0.26894143,0.0
OR5P2,0.26894143,0.26894143,0.0
OR5P3,0.26894143,0.26894143,0.0
OVCH2,0.26894143,0.26894143,0.0
CYB5R2,0.2713565,0.2713565,0.0
OLFML1,0.26906386,0.26906386,0.0
LOC100506258,0.26894143,0.26894143,0.0
MIR302E,0.26894143,0.26894143,0.0
SNORA3A,0.26894143,0.26894143,0.0
TRIM5,0.25389683,0.25389683,0.0
TUB,0.2620761,0.2620761,0.0
CASC23,0.26894143,0.26894143,0.0
OR10A3,0.26894143,0.26894143,0.0
NLRP10,0.26894143,0.26894143,0.0
OR10A6,0.26894143,0.26894143,0.0
OR52E6,0.26894143,0.26894143,0.0
OR52N2,0.26894143,0.26894143,0.0
OR52E8,0.26894143,0.26894143,0.0
TUB-AS1,0.26894143,0.26894143,0.0
SPINT4,0.26894143,0.26894143,0.0
MIR3617,0.26894143,0.26894143,0.0
WFDC13,0.26894143,0.26894143,0.0
WFDC10B,0.26894143,0.26894143,0.0
WFDC11,0.26894143,0.26894143,0.0
WFDC10A,0.26894143,0.26894143,0.0
CALCA,0.26894143,0.26894143,0.0
LOC101928132,0.26894143,0.26894143,0.0
KRT8P41,0.26894143,0.26894143,0.0
RASSF10,0.24715142,0.24715142,0.0
OR7E14P,0.26894143,0.26894143,0.0
SNORD14B,0.26894143,0.26894143,0.0
SNORD14A,0.26894143,0.26894143,0.0
MIR6073,0.26894143,0.26894143,0.0
LOC102724957,0.26894143,0.26894143,0.0
CALCB,0.21046594,0.21046594,0.0
TPH1,0.26400745,0.26400745,0.0
PTH,0.26894143,0.26894143,0.0
RBPJL,0.26894143,0.26894143,0.0
SEMG1,0.26894143,0.26894143,0.0
PI3,0.011817508,0.011817508,0.0
WFDC12,0.26894143,0.26894143,0.0
WFDC5,0.26894143,0.26894143,0.0
KCNS1,0.26970166,0.26970166,0.0
STK4-AS1,0.26894143,0.26894143,0.0
TP53TG5,0.26894143,0.26894143,0.0
MIR6812,0.26894143,0.26894143,0.0
MATN4,0.26894143,0.26894143,0.0
SLPI,0.9487847,0.9487847,0.0
SEMG2,0.26894143,0.26894143,0.0
WFDC8,0.26894143,0.26894143,0.0
EPPIN,0.26894143,0.26894143,0.0
EPPIN-WFDC6,0.26894143,0.26894143,0.0
WFDC6,0.26894143,0.26894143,0.0
SPINT3,0.26894143,0.26894143,0.0
SYS1-DBNDD2,0.26894143,0.26894143,0.0
ITGA4,0.26705113,0.26705113,0.0
PPP1R1C,0.2688641,0.2688641,0.0
C2orf88,0.27160886,0.27160886,0.0
GULP1,0.2706789,0.2706789,0.0
LINC01090,0.26884204,0.26884204,0.0
PGAP1,0.24505141,0.24505141,0.0
HECW2,0.25392276,0.25392276,0.0
DNAH7,0.2614722,0.2614722,0.0
KCNC1,0.26244208,0.26244208,0.0
TMEFF2,0.1492381,0.1492381,0.0
STAT4,0.1843944,0.1843944,0.0
SAA2-SAA4,0.26894143,0.26894143,0.0
SAA4,0.26894143,0.26894143,0.0
LOC494141,0.26894143,0.26894143,0.0
MRGPRX4,0.26894143,0.26894143,0.0
MRGPRX3,0.26894143,0.26894143,0.0
SAA3P,0.26894143,0.26894143,0.0
LOC101927406,0.26894143,0.26894143,0.0
MYOD1,0.26894143,0.26894143,0.0
LOC102723330,0.26894143,0.26894143,0.0
USH1C,0.2584529,0.2584529,0.0
KCNJ11,0.26450437,0.26450437,0.0
NCR3LG1,0.25894004,0.25894004,0.0
LOC105376575,0.26894143,0.26894143,0.0
SAA2,0.2751374,0.2751374,0.0
SEC14L3,0.26894143,0.26894143,0.0
SSFA2,0.26874518,0.26874518,0.0
PLA2G3,0.26894143,0.26894143,0.0
MORC2-AS1,0.26894143,0.26894143,0.0
MIR3200,0.26894143,0.26894143,0.0
DUSP18,0.25214764,0.25214764,0.0
CALCRL,0.27219188,0.27219188,0.0
LOC101927196,0.26894143,0.26894143,0.0
ZNF804A,0.2687668,0.2687668,0.0
FRZB,0.2710518,0.2710518,0.0
GATSL3,0.26894143,0.26894143,0.0
KRTAP5-1,0.26894143,0.26894143,0.0
KRTAP5-6,0.26894143,0.26894143,0.0
KRTAP5-3,0.26894143,0.26894143,0.0
KRTAP5-4,0.26894143,0.26894143,0.0
FAM99B,0.26894143,0.26894143,0.0
FAM99A,0.26894143,0.26894143,0.0
NEURL2,0.2670576,0.2670576,0.0
SPATA25,0.26900417,0.26900417,0.0
PRKCDBP,0.26894143,0.26894143,0.0
TNNC2,0.2741147,0.2741147,0.0
WFDC3,0.26006475,0.26006475,0.0
CD40,0.27088413,0.27088413,0.0
CYP20A1,0.2457798,0.2457798,0.0
LOC100507443,0.26894143,0.26894143,0.0
PLEKHM3,0.25630158,0.25630158,0.0
CCNYL1,0.24876413,0.24876413,0.0
LOC101927865,0.26894143,0.26894143,0.0
ZSWIM1,0.2536168,0.2536168,0.0
INS-IGF2,0.26894143,0.26894143,0.0
IGF2,0.26894143,0.26894143,0.0
MIR675,0.26894143,0.26894143,0.0
KCNQ1DN,0.26894143,0.26894143,0.0
KCNQ1-AS1,0.26894143,0.26894143,0.0
TRPM5,0.26894143,0.26894143,0.0
TSPAN32,0.26902318,0.26902318,0.0
C11orf21,0.26901904,0.26901904,0.0
MUC6,0.68679595,0.68679595,0.0
CEND1,0.25547606,0.25547606,0.0
LOC171391,0.26894143,0.26894143,0.0
PDDC1,0.26894143,0.26894143,0.0
SNORA52,0.26894143,0.26894143,0.0
TOLLIP-AS1,0.26894143,0.26894143,0.0
MIR6744,0.26894143,0.26894143,0.0
MUC2,0.045776077,0.045776077,0.0
LOC101927503,0.26894143,0.26894143,0.0
PANO1,0.26894143,0.26894143,0.0
ZNF334,0.2561033,0.2561033,0.0
MKRN7P,0.26894143,0.26894143,0.0
ZNF663P,0.26894143,0.26894143,0.0
SNORD12C,0.26894143,0.26894143,0.0
CSE1L-AS1,0.26894143,0.26894143,0.0
LINC01523,0.26894143,0.26894143,0.0
LINC01522,0.26894143,0.26894143,0.0
LOC101927377,0.26894143,0.26894143,0.0
KLF7,0.255584,0.255584,0.0
ODF3,0.26894143,0.26894143,0.0
SCGB1C1,0.26894143,0.26894143,0.0
GLB1L2,0.26218235,0.26218235,0.0
NLRP6,0.26894143,0.26894143,0.0
IFITM5,0.26894143,0.26894143,0.0
CDHR5,0.24590452,0.24590452,0.0
DRD4,0.2690205,0.2690205,0.0
SCT,0.26894143,0.26894143,0.0
MIR6743,0.26894143,0.26894143,0.0
CPO,0.26894143,0.26894143,0.0
DYTN,0.26894143,0.26894143,0.0
CABP7,0.26894143,0.26894143,0.0
RFPL1S,0.26894143,0.26894143,0.0
RFPL1,0.26894143,0.26894143,0.0
RNF215,0.29766595,0.29766595,0.0
KIAA1656,0.26894143,0.26894143,0.0
CCDC157,0.2700021,0.2700021,0.0
OCSTAMP,0.26894143,0.26894143,0.0
OSM,0.113584206,0.113584206,0.0
MIR6818,0.26894143,0.26894143,0.0
GAL3ST1,0.24334672,0.24334672,0.0
SLC35E4,0.26392817,0.26392817,0.0
SEC14L4,0.26894143,0.26894143,0.0
SDC4P,0.26894143,0.26894143,0.0
LOC100131496,0.26894143,0.26894143,0.0
MIR3616,0.26894143,0.26894143,0.0
LIF,0.26613837,0.26613837,0.0
OR51Q1,0.26894143,0.26894143,0.0
OR51B6,0.26894143,0.26894143,0.0
HBE1,0.26894143,0.26894143,0.0
HBG2,0.26894143,0.26894143,0.0
OR51B4,0.26894143,0.26894143,0.0
HBG1,0.26894143,0.26894143,0.0
OR51B2,0.26894143,0.26894143,0.0
OR52H1,0.26894143,0.26894143,0.0
MIR483,0.26894143,0.26894143,0.0
UBQLN3,0.26894143,0.26894143,0.0
OLFM5P,0.26894143,0.26894143,0.0
UBQLNL,0.26894143,0.26894143,0.0
OR51I2,0.26894143,0.26894143,0.0
OR51M1,0.26894143,0.26894143,0.0
OR52D1,0.26894143,0.26894143,0.0
MRGPRE,0.26894143,0.26894143,0.0
MRGPRG-AS1,0.26894143,0.26894143,0.0
TRIM6,0.26932636,0.26932636,0.0
APBB1,0.24915126,0.24915126,0.0
OR52E2,0.26894143,0.26894143,0.0
MMP26,0.26906055,0.26906055,0.0
OR51A2,0.26894143,0.26894143,0.0
OR51A7,0.26906818,0.26906818,0.0
OR51T1,0.26894143,0.26894143,0.0
OR51G2,0.26894143,0.26894143,0.0
OR51A4,0.26894143,0.26894143,0.0
OR51I1,0.26894143,0.26894143,0.0
BGLT3,0.26894143,0.26894143,0.0
OR51V1,0.26894143,0.26894143,0.0
OR52A5,0.26894143,0.26894143,0.0
OR52A1,0.26894143,0.26894143,0.0
HBD,0.26894143,0.26894143,0.0
HBB,0.26797736,0.26797736,0.0
OR52J3,0.26894143,0.26894143,0.0
OR51L1,0.26894143,0.26894143,0.0
OR51G1,0.26894143,0.26894143,0.0
OR51E2,0.20707405,0.20707405,0.0
TRIM68,0.26972297,0.26972297,0.0
MIR7847,0.26894143,0.26894143,0.0
MIR4298,0.26894143,0.26894143,0.0
TNNI2,0.26894143,0.26894143,0.0
TNNT3,0.26894143,0.26894143,0.0
KRTAP5-5,0.26894143,0.26894143,0.0
KRTAP5-2,0.26894143,0.26894143,0.0
MRGPRG,0.26894143,0.26894143,0.0
LINC01219,0.26894143,0.26894143,0.0
MRPL23-AS1,0.26894143,0.26894143,0.0
SNORD131,0.26894143,0.26894143,0.0
LINC01150,0.26894143,0.26894143,0.0
MIR4686,0.26894143,0.26894143,0.0
TH,0.26894143,0.26894143,0.0
INS,0.26894143,0.26894143,0.0
IGF2-AS,0.26894143,0.26894143,0.0
HOTS,0.26894143,0.26894143,0.0
SNORA54,0.26894143,0.26894143,0.0
SLC22A18AS,0.26392317,0.26392317,0.0
MIR4687,0.26894143,0.26894143,0.0
TRPC2,0.26894143,0.26894143,0.0
ART1,0.26894143,0.26894143,0.0
ART5,0.26894143,0.26894143,0.0
OR7E12P,0.26894143,0.26894143,0.0
OR51E1,0.2690849,0.2690849,0.0
OR52I1,0.26894143,0.26894143,0.0
C11orf40,0.26894143,0.26894143,0.0
OR52M1,0.26894143,0.26894143,0.0
OR52K2,0.26894143,0.26894143,0.0
OR52B4,0.26894143,0.26894143,0.0
OR51F2,0.26904985,0.26904985,0.0
OR51S1,0.26894143,0.26894143,0.0
OR52R1,0.26894143,0.26894143,0.0
OR51F1,0.26894143,0.26894143,0.0
OR51D1,0.26894143,0.26894143,0.0
OR52K1,0.26894143,0.26894143,0.0
LINC00845,0.26894143,0.26894143,0.0
LINC01553,0.26894143,0.26894143,0.0
MRLN,0.26894143,0.26894143,0.0
SLC16A9,0.26515144,0.26515144,0.0
FAM13C,0.25177702,0.25177702,0.0
CCEPR,0.26894143,0.26894143,0.0
ANXA2P3,0.26894143,0.26894143,0.0
JMJD1C-AS1,0.26894143,0.26894143,0.0
DLG2,0.25168338,0.25168338,0.0
MIR1296,0.26894143,0.26894143,0.0
EGR2,0.27028212,0.27028212,0.0
LOC283045,0.26894143,0.26894143,0.0
RUFY2,0.24105564,0.24105564,0.0
ATOH7,0.26894143,0.26894143,0.0
POU5F1P5,0.26894143,0.26894143,0.0
MIR7151,0.26894143,0.26894143,0.0
XDH,0.26117685,0.26117685,0.0
LOC105378330,0.26894143,0.26894143,0.0
HKDC1,0.25271967,0.25271967,0.0
LOC101928994,0.26894143,0.26894143,0.0
ADAMTS14,0.2691031,0.2691031,0.0
PRF1,0.26934284,0.26934284,0.0
NODAL,0.26894143,0.26894143,0.0
NPFFR1,0.26894143,0.26894143,0.0
C10orf54,0.26894143,0.26894143,0.0
C10orf105,0.26894143,0.26894143,0.0
TMEM26,0.26928443,0.26928443,0.0
UNC5B-AS1,0.26896176,0.26896176,0.0
LOC105378349,0.26894143,0.26894143,0.0
PLA2G12B,0.262784,0.262784,0.0
OIT3,0.26894143,0.26894143,0.0
MIR4676,0.26894143,0.26894143,0.0
SPOCK2,0.2778826,0.2778826,0.0
CHST3,0.27178067,0.27178067,0.0
MIR7152,0.26894143,0.26894143,0.0
LOC102723377,0.26894143,0.26894143,0.0
STOX1,0.25520056,0.25520056,0.0
MIR1254-1,0.26894143,0.26894143,0.0
SNORD98,0.26894143,0.26894143,0.0
DRGX,0.26894143,0.26894143,0.0
C10orf71,0.26894143,0.26894143,0.0
C10orf71-AS1,0.26894143,0.26894143,0.0
C10orf128,0.26894143,0.26894143,0.0
FAM170B,0.26894143,0.26894143,0.0
EHD3,0.26640287,0.26640287,0.0
MIR4294,0.26894143,0.26894143,0.0
FAM21EP,0.26894143,0.26894143,0.0
AGAP6,0.26890224,0.26890224,0.0
TIMM23B,0.26894513,0.26894513,0.0
OGDHL,0.21594606,0.21594606,0.0
C10orf53,0.26894143,0.26894143,0.0
SLC18A3,0.26894143,0.26894143,0.0
CHAT,0.26894143,0.26894143,0.0
FAM170B-AS1,0.26894143,0.26894143,0.0
LOC285043,0.26894143,0.26894143,0.0
LINC01320,0.093427315,0.093427315,0.0
LINC01318,0.26894143,0.26894143,0.0
MYADML,0.26894143,0.26894143,0.0
MIR4430,0.26894143,0.26894143,0.0
LOC100271832,0.26894143,0.26894143,0.0
MIR4765,0.26894143,0.26894143,0.0
BIRC6-AS2,0.26894143,0.26894143,0.0
LOC101928887,0.26894143,0.26894143,0.0
LOC100288911,0.26894143,0.26894143,0.0
MIR548AD,0.26894143,0.26894143,0.0
GTF3C2-AS1,0.26894143,0.26894143,0.0
UCN,0.26348907,0.26348907,0.0
DNAJC5G,0.26894143,0.26894143,0.0
TCF23,0.26894143,0.26894143,0.0
GCKR,0.25678247,0.25678247,0.0
TRIM54,0.25875285,0.25875285,0.0
SULT6B1,0.26894143,0.26894143,0.0
STAMBPL1,0.25674698,0.25674698,0.0
FAS-AS1,0.26894143,0.26894143,0.0
ACTA2-AS1,0.26894143,0.26894143,0.0
LIPN,0.26894143,0.26894143,0.0
LIPM,0.26894143,0.26894143,0.0
LOC729815,0.26894143,0.26894143,0.0
LINC00595,0.26894143,0.26894143,0.0
DLG5-AS1,0.26894143,0.26894143,0.0
TACR2,0.26985002,0.26985002,0.0
KCNMA1-AS2,0.26894143,0.26894143,0.0
SFTPD,0.27973303,0.27973303,0.0
MBL1P,0.26894143,0.26894143,0.0
LOC642361,0.26894143,0.26894143,0.0
NUTM2B,0.26894143,0.26894143,0.0
BEND3P3,0.26894143,0.26894143,0.0
LOC105378385,0.26894143,0.26894143,0.0
SFTPA1,0.8155532,0.8155532,0.0
KCNMA1-AS3,0.26894143,0.26894143,0.0
GAREM2,0.2666342,0.2666342,0.0
MIR1301,0.26894143,0.26894143,0.0
LINC01381,0.26894143,0.26894143,0.0
EFR3B,0.24524838,0.24524838,0.0
DNAJC27,0.2611895,0.2611895,0.0
NUTM2D,0.269052,0.269052,0.0
LINC00863,0.26892245,0.26892245,0.0
NUTM2A,0.26894143,0.26894143,0.0
MIR4679-2,0.26894143,0.26894143,0.0
AGAP11,0.26894143,0.26894143,0.0
ANKRD22,0.2669471,0.2669471,0.0
LIPF,0.26894143,0.26894143,0.0
KLLN,0.26894143,0.26894143,0.0
CFL1P1,0.26894143,0.26894143,0.0
MIR4678,0.26894143,0.26894143,0.0
LINC00864,0.26894143,0.26894143,0.0
MIR4679-1,0.26894143,0.26894143,0.0
FAM25A,0.26894143,0.26894143,0.0
FUT11,0.2636332,0.2636332,0.0
GLUD1P3,0.26894143,0.26894143,0.0
AGAP5,0.26894143,0.26894143,0.0
SYNPO2L,0.26894143,0.26894143,0.0
MYOZ1,0.26894143,0.26894143,0.0
LOC101929165,0.26894143,0.26894143,0.0
LOC102723439,0.26894143,0.26894143,0.0
C10orf55,0.26894143,0.26894143,0.0
SFTPA2,0.26894143,0.26894143,0.0
LOC105378367,0.26894143,0.26894143,0.0
MIR606,0.26894143,0.26894143,0.0
LOC101929234,0.26894143,0.26894143,0.0
ZNF503-AS2,0.2689116,0.2689116,0.0
ZNF503-AS1,0.26894143,0.26894143,0.0
DUPD1,0.26894143,0.26894143,0.0
C10orf35,0.26894143,0.26894143,0.0
NEUROG3,0.26894143,0.26894143,0.0
ZSWIM8-AS1,0.26894143,0.26894143,0.0
LOC101929574,0.26894143,0.26894143,0.0
FAM213A,0.26881674,0.26881674,0.0
MAT1A,0.2698425,0.2698425,0.0
LOC100130698,0.26894143,0.26894143,0.0
TMEM254-AS1,0.26894143,0.26894143,0.0
BMS1P21,0.26894143,0.26894143,0.0
LRIT1,0.26894143,0.26894143,0.0
CDHR1,0.2724205,0.2724205,0.0
BMS1P4,0.26894143,0.26894143,0.0
HOST2,0.26894143,0.26894143,0.0
RGR,0.26894143,0.26894143,0.0
LOC105378397,0.26894143,0.26894143,0.0
NRG3-AS1,0.26894143,0.26894143,0.0
LOC102723703,0.26894143,0.26894143,0.0
PPP3CB-AS1,0.26894143,0.26894143,0.0
MSS51,0.26079816,0.26079816,0.0
NUDT13,0.26916903,0.26916903,0.0
C10orf99,0.23302911,0.23302911,0.0
HAAO,0.2581451,0.2581451,0.0
OXER1,0.26979887,0.26979887,0.0
TMEM247,0.26894143,0.26894143,0.0
LOC101805491,0.26894143,0.26894143,0.0
SIX3,0.27110493,0.27110493,0.0
SIX3-AS1,0.26894143,0.26894143,0.0
LOC105374389,0.26894143,0.26894143,0.0
FAM179A,0.26894143,0.26894143,0.0
PGBD3,0.26894143,0.26894143,0.0
SNORD53,0.26894143,0.26894143,0.0
SNORD92,0.26894143,0.26894143,0.0
MIR558,0.26894143,0.26894143,0.0
SRD5A2,0.26960856,0.26960856,0.0
MIR3156-1,0.26894143,0.26894143,0.0
ANKRD30BP3,0.26894143,0.26894143,0.0
RSU1P2,0.26894143,0.26894143,0.0
C10orf25,0.26894143,0.26894143,0.0
C2orf71,0.26894143,0.26894143,0.0
ZNF32-AS1,0.26894143,0.26894143,0.0
ZNF485,0.26636738,0.26636738,0.0
ZNF487,0.26894033,0.26894033,0.0
FXYD4,0.26894143,0.26894143,0.0
MIR5100,0.26894143,0.26894143,0.0
TMEM72,0.2673772,0.2673772,0.0
C10orf142,0.26894143,0.26894143,0.0
LINC00841,0.26894143,0.26894143,0.0
LOC102723854,0.26894143,0.26894143,0.0
LINC00619,0.26894143,0.26894143,0.0
HNRNPA3P1,0.26894143,0.26894143,0.0
OR13A1,0.26894143,0.26894143,0.0
LOC375196,0.26894143,0.26894143,0.0
ABCG8,0.26894143,0.26894143,0.0
ABCG5,0.26991197,0.26991197,0.0
C1GALT1C1L,0.26894143,0.26894143,0.0
LINC01126,0.26894143,0.26894143,0.0
LINC00840,0.26894143,0.26894143,0.0
PARD3-AS1,0.26894143,0.26894143,0.0
ACTR3BP5,0.26894143,0.26894143,0.0
LINC00999,0.26894143,0.26894143,0.0
HSD17B7P2,0.26894143,0.26894143,0.0
SEPT7P9,0.26894143,0.26894143,0.0
LOC100129055,0.26894143,0.26894143,0.0
ZNF25,0.25439307,0.25439307,0.0
ZNF33BP1,0.26894143,0.26894143,0.0
C10orf10,0.26894143,0.26894143,0.0
THNSL1,0.2679564,0.2679564,0.0
MIR603,0.26894143,0.26894143,0.0
MIR1254-2,0.26894143,0.26894143,0.0
PTF1A,0.26894143,0.26894143,0.0
LOC100499489,0.26894143,0.26894143,0.0
