Gene,IG Score Before Training,IG Score After Training,Difference
SLC18A3,0.26894143,0.26894143,0.0
SLC1A6,0.26894143,0.26894143,0.0
PDXDC2,0.26894143,0.26894143,0.0
SLC22A14,0.26894143,0.26894143,0.0
NFE2,0.26894143,0.26894143,0.0
OBFC2B,0.26894143,0.26894143,0.0
PPY2,0.26894143,0.26894143,0.0
PRAMEF18,0.26894143,0.26894143,0.0
L3MBTL,0.26894143,0.26894143,0.0
RAD9B,0.26894143,0.26894143,0.0
LACE1,0.26894143,0.26894143,0.0
PRAMEF17,0.26894143,0.26894143,0.0
LAIR2,0.26894143,0.26894143,0.0
RAD51L3,0.26894143,0.26894143,0.0
SLC25A2,0.26894143,0.26894143,0.0
SLC25A31,0.26894143,0.26894143,0.0
PRAMEF16,0.26894143,0.26894143,0.0
SLC22A16,0.26894143,0.26894143,0.0
LCE1B,0.26894143,0.26894143,0.0
PRAMEF14,0.26894143,0.26894143,0.0
PDX1,0.26894143,0.26894143,0.0
LCE2C,0.26894143,0.26894143,0.0
KRTAP5-4,0.26894143,0.26894143,0.0
KRTAP5-5,0.26894143,0.26894143,0.0
KRTAP5-6,0.26894143,0.26894143,0.0
KRTAP4-12,0.26894143,0.26894143,0.0
KRTAP4-2,0.26894143,0.26894143,0.0
KRTAP4-3,0.26894143,0.26894143,0.0
NYX,0.26894143,0.26894143,0.0
ODF3,0.26894143,0.26894143,0.0
KRTAP4-4,0.26894143,0.26894143,0.0
PPAP2C,0.26894143,0.26894143,0.0
KRTAP4-5,0.26894143,0.26894143,0.0
KRTAP6-3,0.26894143,0.26894143,0.0
ODF3L2,0.26894143,0.26894143,0.0
KRTAP8-1,0.26894143,0.26894143,0.0
KRTAP5-1,0.26894143,0.26894143,0.0
KRTAP5-10,0.26894143,0.26894143,0.0
KRTAP5-11,0.26894143,0.26894143,0.0
KRTAP5-2,0.26894143,0.26894143,0.0
KRTAP5-3,0.26894143,0.26894143,0.0
KRTAP9-9,0.26894143,0.26894143,0.0
PDHA2,0.26894143,0.26894143,0.0
KTELC1,0.26894143,0.26894143,0.0
KRTAP5-7,0.26894143,0.26894143,0.0
KRTAP5-8,0.26894143,0.26894143,0.0
RAPSN,0.26894143,0.26894143,0.0
KRTAP6-1,0.26894143,0.26894143,0.0
KRTAP7-1,0.26894143,0.26894143,0.0
PRUNE,0.26894143,0.26894143,0.0
OLIG3,0.26894143,0.26894143,0.0
PDCL2,0.26894143,0.26894143,0.0
LCN1,0.26894143,0.26894143,0.0
NEUROD4,0.26894143,0.26894143,0.0
LCN9,0.26894143,0.26894143,0.0
LCT,0.26894143,0.26894143,0.0
PRAMEF11,0.26894143,0.26894143,0.0
PRAMEF1,0.26894143,0.26894143,0.0
LCE3D,0.26894143,0.26894143,0.0
PRAM1,0.26894143,0.26894143,0.0
PRAC,0.26894143,0.26894143,0.0
LEPRE1,0.26894143,0.26894143,0.0
RAD51L1,0.26894143,0.26894143,0.0
NEUROD2,0.26894143,0.26894143,0.0
LCTL,0.26894143,0.26894143,0.0
LDLRAD2,0.26894143,0.26894143,0.0
LOC100131496,0.26894143,0.26894143,0.0
LECT1,0.26894143,0.26894143,0.0
ODF1,0.26894143,0.26894143,0.0
PRAMEF20,0.26894143,0.26894143,0.0
PRAMEF2,0.26894143,0.26894143,0.0
OR10G7,0.26894143,0.26894143,0.0
OR10G8,0.26894143,0.26894143,0.0
PPP1R2P9,0.26894143,0.26894143,0.0
NEU2,0.26894143,0.26894143,0.0
LENEP,0.26894143,0.26894143,0.0
LEPREL2,0.26894143,0.26894143,0.0
PRAMEF13,0.26894143,0.26894143,0.0
LCE1D,0.26894143,0.26894143,0.0
RAGE,0.26894143,0.26894143,0.0
OBP2B,0.26894143,0.26894143,0.0
LASS1,0.26894143,0.26894143,0.0
LASS3,0.26894143,0.26894143,0.0
RAG1AP1,0.26894143,0.26894143,0.0
LCE3A,0.26894143,0.26894143,0.0
LCE3B,0.26894143,0.26894143,0.0
LCE3C,0.26894143,0.26894143,0.0
LBX1,0.26894143,0.26894143,0.0
RAET1L,0.26894143,0.26894143,0.0
LBXCOR1,0.26894143,0.26894143,0.0
LELP1,0.26894143,0.26894143,0.0
LCE1A,0.26894143,0.26894143,0.0
LCE3E,0.26894143,0.26894143,0.0
LCE4A,0.26894143,0.26894143,0.0
LCE5A,0.26894143,0.26894143,0.0
PRSSL1,0.26894143,0.26894143,0.0
RAET1K,0.26894143,0.26894143,0.0
LCE6A,0.26894143,0.26894143,0.0
PRAMEF12,0.26894143,0.26894143,0.0
RAET1G,0.26894143,0.26894143,0.0
LILRB3,0.26894143,0.26894143,0.0
PRTN3,0.26894143,0.26894143,0.0
LILRP2,0.26894143,0.26894143,0.0
PDE6C,0.26894143,0.26894143,0.0
LCA5L,0.26894143,0.26894143,0.0
LOC283867,0.26894143,0.26894143,0.0
LOC283914,0.26894143,0.26894143,0.0
LOC283922,0.26894143,0.26894143,0.0
LOC283999,0.26894143,0.26894143,0.0
LOC284009,0.26894143,0.26894143,0.0
LOC284023,0.26894143,0.26894143,0.0
LOC284379,0.26894143,0.26894143,0.0
RBMY2FP,0.26894143,0.26894143,0.0
PRR20B,0.26894143,0.26894143,0.0
PAX5,0.26894143,0.26894143,0.0
PAX4,0.26894143,0.26894143,0.0
PRKCG,0.26894143,0.26894143,0.0
LOC284632,0.26894143,0.26894143,0.0
LOC100132215,0.26894143,0.26894143,0.0
LOC284688,0.26894143,0.26894143,0.0
LOC284749,0.26894143,0.26894143,0.0
LOC284798,0.26894143,0.26894143,0.0
LOC284837,0.26894143,0.26894143,0.0
LOC284900,0.26894143,0.26894143,0.0
LOC285033,0.26894143,0.26894143,0.0
LOC285045,0.26894143,0.26894143,0.0
LOC285074,0.26894143,0.26894143,0.0
LOC285194,0.26894143,0.26894143,0.0
LOC285359,0.26894143,0.26894143,0.0
LOC285370,0.26894143,0.26894143,0.0
LOC285375,0.26894143,0.26894143,0.0
LOC285401,0.26894143,0.26894143,0.0
LOC284661,0.26894143,0.26894143,0.0
LOC168474,0.26894143,0.26894143,0.0
LOC200030,0.26894143,0.26894143,0.0
LOC200726,0.26894143,0.26894143,0.0
PCDH8,0.26894143,0.26894143,0.0
LOC202781,0.26894143,0.26894143,0.0
LOC220594,0.26894143,0.26894143,0.0
LOC220729,0.26894143,0.26894143,0.0
LOC220930,0.26894143,0.26894143,0.0
LOC221122,0.26894143,0.26894143,0.0
RBMY3AP,0.26894143,0.26894143,0.0
LOC221442,0.26894143,0.26894143,0.0
LOC221710,0.26894143,0.26894143,0.0
PAQR9,0.26894143,0.26894143,0.0
LOC283761,0.26894143,0.26894143,0.0
PRR20A,0.26894143,0.26894143,0.0
LOC253039,0.26894143,0.26894143,0.0
LOC253724,0.26894143,0.26894143,0.0
LOC254312,0.26894143,0.26894143,0.0
LOC254559,0.26894143,0.26894143,0.0
LOC255025,0.26894143,0.26894143,0.0
LOC256880,0.26894143,0.26894143,0.0
LOC282997,0.26894143,0.26894143,0.0
LOC283050,0.26894143,0.26894143,0.0
PATE3,0.26894143,0.26894143,0.0
LOC283332,0.26894143,0.26894143,0.0
LOC283404,0.26894143,0.26894143,0.0
LOC283663,0.26894143,0.26894143,0.0
LOC283731,0.26894143,0.26894143,0.0
LOC222699,0.26894143,0.26894143,0.0
PRHOXNB,0.26894143,0.26894143,0.0
LOC348840,0.26894143,0.26894143,0.0
LOC348926,0.26894143,0.26894143,0.0
LOC349114,0.26894143,0.26894143,0.0
LOC360030,0.26894143,0.26894143,0.0
LOC374443,0.26894143,0.26894143,0.0
LOC374491,0.26894143,0.26894143,0.0
PRR20C,0.26894143,0.26894143,0.0
RBMY2EP,0.26894143,0.26894143,0.0
LOC387646,0.26894143,0.26894143,0.0
PRR20D,0.26894143,0.26894143,0.0
PAR4,0.26894143,0.26894143,0.0
LOC388152,0.26894143,0.26894143,0.0
LOC285501,0.26894143,0.26894143,0.0
LOC388242,0.26894143,0.26894143,0.0
LOC388428,0.26894143,0.26894143,0.0
NCRNA00176,0.26894143,0.26894143,0.0
PRSS48,0.26894143,0.26894143,0.0
LOC388692,0.26894143,0.26894143,0.0
PRB2,0.26894143,0.26894143,0.0
LOC388789,0.26894143,0.26894143,0.0
PRH2,0.26894143,0.26894143,0.0
PRG3,0.26894143,0.26894143,0.0
LOC388796,0.26894143,0.26894143,0.0
PRSS1,0.26894143,0.26894143,0.0
PRR23C,0.26894143,0.26894143,0.0
LOC388946,0.26894143,0.26894143,0.0
LOC388955,0.26894143,0.26894143,0.0
RBMY1F,0.26894143,0.26894143,0.0
LOC285548,0.26894143,0.26894143,0.0
LOC285627,0.26894143,0.26894143,0.0
LOC285629,0.26894143,0.26894143,0.0
LOC285692,0.26894143,0.26894143,0.0
LOC285696,0.26894143,0.26894143,0.0
LOC285740,0.26894143,0.26894143,0.0
LOC285847,0.26894143,0.26894143,0.0
LOC285954,0.26894143,0.26894143,0.0
LOC286094,0.26894143,0.26894143,0.0
LOC286135,0.26894143,0.26894143,0.0
LOC286238,0.26894143,0.26894143,0.0
LOC286359,0.26894143,0.26894143,0.0
LOC286467,0.26894143,0.26894143,0.0
LOC348021,0.26894143,0.26894143,0.0
LOC338651,0.26894143,0.26894143,0.0
LOC338799,0.26894143,0.26894143,0.0
LOC339240,0.26894143,0.26894143,0.0
LOC339568,0.26894143,0.26894143,0.0
LOC339674,0.26894143,0.26894143,0.0
LOC339788,0.26894143,0.26894143,0.0
LOC340017,0.26894143,0.26894143,0.0
LOC340074,0.26894143,0.26894143,0.0
LOC340357,0.26894143,0.26894143,0.0
LOC341056,0.26894143,0.26894143,0.0
PRKAG3,0.26894143,0.26894143,0.0
PRKACG,0.26894143,0.26894143,0.0
LOC344967,0.26894143,0.26894143,0.0
LOC347376,0.26894143,0.26894143,0.0
LOC338588,0.26894143,0.26894143,0.0
LOC100134868,0.26894143,0.26894143,0.0
LOC100144603,0.26894143,0.26894143,0.0
PCNAP1,0.26894143,0.26894143,0.0
NCRNA00219,0.26894143,0.26894143,0.0
LOC100144604,0.26894143,0.26894143,0.0
LOC100169752,0.26894143,0.26894143,0.0
LOC100170939,0.26894143,0.26894143,0.0
LOC100188947,0.26894143,0.26894143,0.0
LOC100190939,0.26894143,0.26894143,0.0
LOC100190940,0.26894143,0.26894143,0.0
LOC100190986,0.26894143,0.26894143,0.0
LOC100192379,0.26894143,0.26894143,0.0
LOC100216001,0.26894143,0.26894143,0.0
LOC162632,0.26894143,0.26894143,0.0
LOC100233209,0.26894143,0.26894143,0.0
NCRNA00207,0.26894143,0.26894143,0.0
LOC100240726,0.26894143,0.26894143,0.0
NCRNA00204B,0.26894143,0.26894143,0.0
LOC100268168,0.26894143,0.26894143,0.0
LOC100270710,0.26894143,0.26894143,0.0
LOC100270804,0.26894143,0.26894143,0.0
PDC,0.26894143,0.26894143,0.0
LOC100271831,0.26894143,0.26894143,0.0
LOC100271832,0.26894143,0.26894143,0.0
LOC100271836,0.26894143,0.26894143,0.0
LOC100272146,0.26894143,0.26894143,0.0
LOC100272216,0.26894143,0.26894143,0.0
LOC100216545,0.26894143,0.26894143,0.0
PRR25,0.26894143,0.26894143,0.0
LOC100131551,0.26894143,0.26894143,0.0
LOC100131691,0.26894143,0.26894143,0.0
LOC100131726,0.26894143,0.26894143,0.0
LCE2B,0.26894143,0.26894143,0.0
LOC100132247,0.26894143,0.26894143,0.0
LOC100132287,0.26894143,0.26894143,0.0
LOC100132288,0.26894143,0.26894143,0.0
LOC100132354,0.26894143,0.26894143,0.0
LOC100132724,0.26894143,0.26894143,0.0
LOC100132831,0.26894143,0.26894143,0.0
LOC100132832,0.26894143,0.26894143,0.0
LOC100133050,0.26894143,0.26894143,0.0
LOC100134713,0.26894143,0.26894143,0.0
LOC100133308,0.26894143,0.26894143,0.0
LOC100133331,0.26894143,0.26894143,0.0
LOC100133469,0.26894143,0.26894143,0.0
LOC100133612,0.26894143,0.26894143,0.0
LOC100133893,0.26894143,0.26894143,0.0
LOC100133920,0.26894143,0.26894143,0.0
LOC100133957,0.26894143,0.26894143,0.0
PCDHB19P,0.26894143,0.26894143,0.0
PCNXL2,0.26894143,0.26894143,0.0
PRR4,0.26894143,0.26894143,0.0
LOC100133985,0.26894143,0.26894143,0.0
LOC100133991,0.26894143,0.26894143,0.0
LOC100134229,0.26894143,0.26894143,0.0
LOC100134368,0.26894143,0.26894143,0.0
LOC100133161,0.26894143,0.26894143,0.0
LOC147804,0.26894143,0.26894143,0.0
PATE4,0.26894143,0.26894143,0.0
LOC148145,0.26894143,0.26894143,0.0
LOC148189,0.26894143,0.26894143,0.0
LOC148413,0.26894143,0.26894143,0.0
RBM34,0.26894143,0.26894143,0.0
LOC148709,0.26894143,0.26894143,0.0
PCDHA1,0.26894143,0.26894143,0.0
LOC149134,0.26894143,0.26894143,0.0
RBP3,0.26894143,0.26894143,0.0
LOC150185,0.26894143,0.26894143,0.0
LOC150197,0.26894143,0.26894143,0.0
LOC150527,0.26894143,0.26894143,0.0
LOC100272217,0.26894143,0.26894143,0.0
LOC150776,0.26894143,0.26894143,0.0
LOC150786,0.26894143,0.26894143,0.0
LOC151300,0.26894143,0.26894143,0.0
LOC151534,0.26894143,0.26894143,0.0
LOC151658,0.26894143,0.26894143,0.0
LOC152024,0.26894143,0.26894143,0.0
PRR5-ARHGAP8,0.26894143,0.26894143,0.0
LOC152217,0.26894143,0.26894143,0.0
LOC152225,0.26894143,0.26894143,0.0
LOC153684,0.26894143,0.26894143,0.0
LOC153910,0.26894143,0.26894143,0.0
LOC154449,0.26894143,0.26894143,0.0
LOC157381,0.26894143,0.26894143,0.0
LOC157627,0.26894143,0.26894143,0.0
LOC150568,0.26894143,0.26894143,0.0
LOC100272228,0.26894143,0.26894143,0.0
LOC100286793,0.26894143,0.26894143,0.0
LOC100287227,0.26894143,0.26894143,0.0
LOC100287704,0.26894143,0.26894143,0.0
LOC100288778,0.26894143,0.26894143,0.0
LOC100302401,0.26894143,0.26894143,0.0
LOC115110,0.26894143,0.26894143,0.0
LOC116437,0.26894143,0.26894143,0.0
LOC126536,0.26894143,0.26894143,0.0
LOC127841,0.26894143,0.26894143,0.0
LOC143188,0.26894143,0.26894143,0.0
PET112L,0.26894143,0.26894143,0.0
PER4,0.26894143,0.26894143,0.0
RBM44,0.26894143,0.26894143,0.0
LOC144438,0.26894143,0.26894143,0.0
PDYN,0.26894143,0.26894143,0.0
LOC144486,0.26894143,0.26894143,0.0
LOC144742,0.26894143,0.26894143,0.0
LOC145474,0.26894143,0.26894143,0.0
PCDHB17,0.26894143,0.26894143,0.0
PCDHA8,0.26894143,0.26894143,0.0
LOC145783,0.26894143,0.26894143,0.0
LOC146481,0.26894143,0.26894143,0.0
PCDHGB8P,0.26894143,0.26894143,0.0
LOC146880,0.26894143,0.26894143,0.0
NCRNA00203,0.26894143,0.26894143,0.0
RBM46,0.26894143,0.26894143,0.0
PAX1,0.26894143,0.26894143,0.0
LOC143666,0.26894143,0.26894143,0.0
KCNK9,0.26894143,0.26894143,0.0
NOD2,0.26894143,0.26894143,0.0
NOTCH2NL,0.26894143,0.26894143,0.0
NT5C3L,0.26894143,0.26894143,0.0
KCNQ1DN,0.26894143,0.26894143,0.0
NTF4,0.26894143,0.26894143,0.0
NTN3,0.26894143,0.26894143,0.0
RAB40AL,0.26894143,0.26894143,0.0
RABL5,0.26894143,0.26894143,0.0
PSG1,0.26894143,0.26894143,0.0
KDELC1,0.26894143,0.26894143,0.0
PKD2L1,0.26894143,0.26894143,0.0
PSG10,0.26894143,0.26894143,0.0
PPBPL2,0.26894143,0.26894143,0.0
KCNT1,0.26894143,0.26894143,0.0
KCNU1,0.26894143,0.26894143,0.0
KCNV2,0.26894143,0.26894143,0.0
PLA2G4D,0.26894143,0.26894143,0.0
KDM4D,0.26894143,0.26894143,0.0
KDM4DL,0.26894143,0.26894143,0.0
KHDC1,0.26894143,0.26894143,0.0
KHDC1L,0.26894143,0.26894143,0.0
KIAA0020,0.26894143,0.26894143,0.0
KIAA0101,0.26894143,0.26894143,0.0
PLA2G2F,0.26894143,0.26894143,0.0
KCTD19,0.26894143,0.26894143,0.0
KIAA0831,0.26894143,0.26894143,0.0
PLA2G4E,0.26894143,0.26894143,0.0
KCNJ6,0.26894143,0.26894143,0.0
KCNJ9,0.26894143,0.26894143,0.0
KCNK12,0.26894143,0.26894143,0.0
ZSCAN10,0.26894143,0.26894143,0.0
SNAR-A4,0.26894143,0.26894143,0.0
SNAR-B2,0.26894143,0.26894143,0.0
SNAR-C2,0.26894143,0.26894143,0.0
SNAR-C3,0.26894143,0.26894143,0.0
SNAR-C4,0.26894143,0.26894143,0.0
ACCSL,0.26894143,0.26894143,0.0
PTPRVP,0.26894143,0.26894143,0.0
SMTNL1,0.26894143,0.26894143,0.0
ACCN5,0.26894143,0.26894143,0.0
KCNK7,0.26894143,0.26894143,0.0
ACCN4,0.26894143,0.26894143,0.0
SMCP,0.26894143,0.26894143,0.0
ACCN3,0.26894143,0.26894143,0.0
ACCN2,0.26894143,0.26894143,0.0
SMCR5,0.26894143,0.26894143,0.0
SMEK3P,0.26894143,0.26894143,0.0
SMN1,0.26894143,0.26894143,0.0
SLFNL1,0.26894143,0.26894143,0.0
SLMO1,0.26894143,0.26894143,0.0
SLN,0.26894143,0.26894143,0.0
NTSR2,0.26894143,0.26894143,0.0
ABCA11P,0.26894143,0.26894143,0.0
NODAL,0.26894143,0.26894143,0.0
NME2P1,0.26894143,0.26894143,0.0
RAB41,0.26894143,0.26894143,0.0
KIAA1715,0.26894143,0.26894143,0.0
KIAA1024,0.26894143,0.26894143,0.0
KIAA1199,0.26894143,0.26894143,0.0
SLCO1C1,0.26894143,0.26894143,0.0
SLCO6A1,0.26894143,0.26894143,0.0
PYCRL,0.26894143,0.26894143,0.0
SLC7A5P2,0.26894143,0.26894143,0.0
SLC9A10,0.26894143,0.26894143,0.0
SLC9A11,0.26894143,0.26894143,0.0
SLC9A5,0.26894143,0.26894143,0.0
SLCO1B1,0.26894143,0.26894143,0.0
PKD1L1,0.26894143,0.26894143,0.0
KIAA0907,0.26894143,0.26894143,0.0
SLC6A5,0.26894143,0.26894143,0.0
SLC6A7,0.26894143,0.26894143,0.0
PIWIL3,0.26894143,0.26894143,0.0
SLC7A5P1,0.26894143,0.26894143,0.0
R3HDML,0.26894143,0.26894143,0.0
QTRTD1,0.26894143,0.26894143,0.0
PRSS54,0.26894143,0.26894143,0.0
PITX3,0.26894143,0.26894143,0.0
QRFP,0.26894143,0.26894143,0.0
KIAA1731,0.26894143,0.26894143,0.0
KIAA1751,0.26894143,0.26894143,0.0
POLR2J4,0.26894143,0.26894143,0.0
PRSS55,0.26894143,0.26894143,0.0
SLC6A3,0.26894143,0.26894143,0.0
KIAA0922,0.26894143,0.26894143,0.0
KIAA1009,0.26894143,0.26894143,0.0
NOBOX,0.26894143,0.26894143,0.0
KIAA0114,0.26894143,0.26894143,0.0
KIAA0226,0.26894143,0.26894143,0.0
KIAA0391,0.26894143,0.26894143,0.0
KIAA0406,0.26894143,0.26894143,0.0
PSG11,0.26894143,0.26894143,0.0
NMS,0.26894143,0.26894143,0.0
KIAA1274,0.26894143,0.26894143,0.0
KIAA1407,0.26894143,0.26894143,0.0
KIAA1467,0.26894143,0.26894143,0.0
PSG2,0.26894143,0.26894143,0.0
KIAA1712,0.26894143,0.26894143,0.0
RAB40A,0.26894143,0.26894143,0.0
KIAA0649,0.26894143,0.26894143,0.0
KIAA0802,0.26894143,0.26894143,0.0
KIAA1530,0.26894143,0.26894143,0.0
KIAA1539,0.26894143,0.26894143,0.0
PRSS50,0.26894143,0.26894143,0.0
KIAA1543,0.26894143,0.26894143,0.0
